,stock_id,stock_name,ISIN_Code,Listing_date,Listing_category,Industry_category,CFICode
294,2359,所羅門,TW0002359007,1996-12-19,上市,其他電子業,ESVUFR
295,2360,致茂,TW0002360005,1996-12-21,上市,其他電子業,ESVUFR
296,2362,藍天,TW0002362001,1997-04-02,上市,電腦及週邊設備業,ESVUFR
297,2363,矽統,TW0002363009,1997-08-01,上市,半導體業,ESVUFR
298,2364,倫飛,TW0002364007,1997-08-11,上市,電腦及週邊設備業,ESVUFR
299,2365,昆盈,TW0002365004,1997-11-03,上市,電腦及週邊設備業,ESVUFR
300,2367,燿華,TW0002367000,1997-12-13,上市,電子零組件業,ESVUFR
301,2368,金像電,TW0002368008,1998-03-09,上市,電子零組件業,ESVUFR
302,2369,菱生,TW0002369006,1998-04-10,上市,半導體業,ESVUFR
303,2371,大同,TW0002371002,1962-02-09,上市,電機機械,ESVUFR
304,2373,震旦行,TW0002373008,1991-08-01,上市,其他電子業,ESVUFR
305,2374,佳能,TW0002374006,1995-01-16,上市,光電業,ESVUFR
306,2375,凱美,TW0002375003,1998-08-29,上市,電子零組件業,ESVUFR
307,2376,技嘉,TW0002376001,1998-09-24,上市,電腦及週邊設備業,ESVUFR
308,2377,微星,TW0002377009,1998-10-31,上市,電腦及週邊設備業,ESVUFR
309,2379,瑞昱,TW0002379005,1998-10-26,上市,半導體業,ESVUFR
310,2380,虹光,TW0002380003,1998-12-03,上市,電腦及週邊設備業,ESVUFR
311,2382,廣達,TW0002382009,1999-01-08,上市,電腦及週邊設備業,ESVUFR
312,2383,台光電,TW0002383007,1998-11-27,上市,電子零組件業,ESVUFR
313,2385,群光,TW0002385002,1999-01-05,上市,電子零組件業,ESVUFR
314,2387,精元,TW0002387008,1999-01-25,上市,電腦及週邊設備業,ESVUFR
315,2388,威盛,TW0002388006,1999-03-05,上市,半導體業,ESVUFR
316,2390,云辰,TW0002390002,1999-06-15,上市,其他電子業,ESVUFR
317,2392,正崴,TW0002392008,1999-09-20,上市,電子零組件業,ESVUFR
318,2393,億光,TW0002393006,1999-11-04,上市,光電業,ESVUFR
319,2395,研華,TW0002395001,1999-12-13,上市,電腦及週邊設備業,ESVUFR
320,2397,友通,TW0002397007,2000-01-15,上市,電腦及週邊設備業,ESVUFR
321,2399,映泰,TW0002399003,1999-12-16,上市,電腦及週邊設備業,ESVUFR
322,2401,凌陽,TW0002401007,2000-01-27,上市,半導體業,ESVUFR
323,2402,毅嘉,TW0002402005,2000-01-14,上市,電子零組件業,ESVUFR
324,2404,漢唐,TW0002404001,2000-03-14,上市,其他電子業,ESVUFR
325,2405,浩鑫,TW0002405008,2000-03-17,上市,電腦及週邊設備業,ESVUFR
326,2406,國碩,TW0002406006,2000-04-29,上市,光電業,ESVUFR
327,2408,南亞科,TW0002408002,2000-08-17,上市,半導體業,ESVUFR
328,2409,友達,TW0002409000,2000-09-08,上市,光電業,ESVUFR
329,2412,中華電,TW0002412004,2000-10-27,上市,通信網路業,ESVUFR
330,2413,環科,TW0002413002,2000-09-11,上市,電子零組件業,ESVUFR
331,2414,精技,TW0002414000,2000-09-11,上市,電子通路業,ESVUFR
332,2415,錩新,TW0002415007,2000-09-11,上市,電子零組件業,ESVUFR
333,2417,圓剛,TW0002417003,2000-09-11,上市,電腦及週邊設備業,ESVUFR
334,2419,仲琦,TW0002419009,2000-09-11,上市,通信網路業,ESVUFR
335,2420,新巨,TW0002420007,2000-09-11,上市,電子零組件業,ESVUFR
336,2421,建準,TW0002421005,2000-09-11,上市,電子零組件業,ESVUFR
337,2423,固緯,TW0002423001,2000-09-11,上市,其他電子業,ESVUFR
338,2424,隴華,TW0002424009,2000-09-11,上市,電腦及週邊設備業,ESVUFR
339,2425,承啟,TW0002425006,2000-09-11,上市,電腦及週邊設備業,ESVUFR
340,2426,鼎元,TW0002426004,2000-09-11,上市,光電業,ESVUFR
341,2427,三商電,TW0002427002,2000-09-11,上市,資訊服務業,ESVUFR
342,2428,興勤,TW0002428000,2000-09-11,上市,電子零組件業,ESVUFR
343,2429,銘旺科,TW0002429008,2000-09-11,上市,電子零組件業,ESVUFR
344,2430,燦坤,TW0002430006,2000-09-11,上市,電子通路業,ESVUFR
345,2431,聯昌,TW0002431004,2000-09-11,上市,電子零組件業,ESVUFR
346,2433,互盛電,TW0002433000,2000-09-11,上市,其他電子業,ESVUFR
347,2434,統懋,TW0002434008,2000-09-11,上市,半導體業,ESVUFR
348,2436,偉詮電,TW0002436003,2000-09-11,上市,半導體業,ESVUFR
349,2438,翔耀,TW0002438009,2000-09-11,上市,光電業,ESVUFR
350,2439,美律,TW0002439007,2000-09-11,上市,通信網路業,ESVUFR
351,2440,太空梭,TW0002440005,2000-11-10,上市,電子零組件業,ESVUFR
352,2441,超豐,TW0002441003,2000-10-26,上市,半導體業,ESVUFR
353,2442,新美齊,TW0002442001,2000-11-22,上市,電腦及週邊設備業,ESVUFR
354,2443,億麗,TW0002443009,2001-01-03,上市,其他業,ESVUFR
355,2444,兆勁,TW0002444007,2000-12-08,上市,通信網路業,ESVUFR
356,2449,京元電子,TW0002449006,2001-05-09,上市,半導體業,ESVUFR
357,2450,神腦,TW0002450004,2001-05-24,上市,通信網路業,ESVUFR
358,2451,創見,TW0002451002,2001-05-03,上市,半導體業,ESVUFR
359,2453,凌群,TW0002453008,2001-05-22,上市,資訊服務業,ESVUFR
360,2454,聯發科,TW0002454006,2001-07-23,上市,半導體業,ESVUFR
361,2455,全新,TW0002455003,2002-01-24,上市,通信網路業,ESVUFR
362,2456,奇力新,TW0002456001,2001-09-26,上市,電子零組件業,ESVUFR
363,2457,飛宏,TW0002457009,2001-09-17,上市,電子零組件業,ESVUFR
364,2458,義隆,TW0002458007,2001-09-17,上市,半導體業,ESVUFR
365,2459,敦吉,TW0002459005,2001-09-17,上市,電子通路業,ESVUFR
366,2460,建通,TW0002460003,2001-09-17,上市,電子零組件業,ESVUFR
367,2461,光群雷,TW0002461001,2001-09-17,上市,其他電子業,ESVUFR
368,2462,良得電,TW0002462009,2001-09-17,上市,電子零組件業,ESVUFR
369,2464,盟立,TW0002464005,2001-09-17,上市,其他電子業,ESVUFR
370,2465,麗臺,TW0002465002,2001-09-19,上市,電腦及週邊設備業,ESVUFR
371,2466,冠西電,TW0002466000,2001-09-17,上市,光電業,ESVUFR
372,2467,志聖,TW0002467008,2001-09-17,上市,電子零組件業,ESVUFR
373,2468,華經,TW0002468006,2001-09-17,上市,資訊服務業,ESVUFR
374,2471,資通,TW0002471000,2001-09-17,上市,資訊服務業,ESVUFR
375,2472,立隆電,TW0002472008,2001-09-17,上市,電子零組件業,ESVUFR
376,2474,可成,TW0002474004,2001-09-17,上市,其他電子業,ESVUFR
377,2476,鉅祥,TW0002476009,2001-09-17,上市,電子零組件業,ESVUFR
378,2477,美隆電,TW0002477007,2001-09-17,上市,其他電子業,ESVUFR
379,2478,大毅,TW0002478005,2001-09-17,上市,電子零組件業,ESVUFR
380,2480,敦陽科,TW0002480001,2001-09-17,上市,資訊服務業,ESVUFR
381,2481,強茂,TW0002481009,2001-09-17,上市,半導體業,ESVUFR
382,2482,連宇,TW0002482007,2001-09-17,上市,其他電子業,ESVUFR
383,2483,百容,TW0002483005,2001-09-17,上市,電子零組件業,ESVUFR
384,2484,希華,TW0002484003,2001-09-17,上市,電子零組件業,ESVUFR
385,2485,兆赫,TW0002485000,2001-09-17,上市,通信網路業,ESVUFR
386,2486,一詮,TW0002486008,2001-09-19,上市,光電業,ESVUFR
387,2488,漢平,TW0002488004,2001-09-17,上市,其他電子業,ESVUFR
388,2489,瑞軒,TW0002489002,2001-09-17,上市,光電業,ESVUFR
389,2491,吉祥全,TW0002491008,2001-09-17,上市,光電業,ESVUFR
390,2492,華新科,TW0002492006,2001-09-17,上市,電子零組件業,ESVUFR
391,2493,揚博,TW0002493004,2002-01-23,上市,電子零組件業,ESVUFR
392,2495,普安,TW0002495009,2002-03-25,上市,其他電子業,ESVUFR
393,2496,卓越,TW0002496007,2002-03-08,上市,其他業,ESVUFR
394,2497,怡利電,TW0002497005,2002-02-04,上市,汽車工業,ESVUFR
395,2498,宏達電,TW0002498003,2002-03-26,上市,通信網路業,ESVUFR
396,2501,國建,TW0002501004,1967-10-28,上市,建材營造業,ESVUFR
397,2504,國產,TW0002504008,1978-03-14,上市,建材營造業,ESVUFR
398,2505,國揚,TW0002505005,1979-11-14,上市,建材營造業,ESVUFR
399,2506,太設,TW0002506003,1980-02-02,上市,建材營造業,ESVUFR
400,2509,全坤建,TW0002509007,1988-05-20,上市,建材營造業,ESVUFR
401,2511,太子,TW0002511003,1991-04-24,上市,建材營造業,ESVUFR
402,2514,龍邦,TW0002514007,1992-09-26,上市,其他業,ESVUFR
403,2515,中工,TW0002515004,1993-03-02,上市,建材營造業,ESVUFR
404,2516,新建,TW0002516002,1993-05-25,上市,建材營造業,ESVUFR
405,2520,冠德,TW0002520004,1993-10-27,上市,建材營造業,ESVUFR
406,2524,京城,TW0002524006,1994-10-18,上市,建材營造業,ESVUFR
407,2527,宏璟,TW0002527009,1995-03-06,上市,建材營造業,ESVUFR
408,2528,皇普,TW0002528007,1995-03-10,上市,建材營造業,ESVUFR
409,2530,華建,TW0002530003,1995-10-12,上市,建材營造業,ESVUFR
410,2534,宏盛,TW0002534005,1996-02-12,上市,建材營造業,ESVUFR
411,2535,達欣工,TW0002535002,1996-03-11,上市,建材營造業,ESVUFR
412,2536,宏普,TW0002536000,1996-03-14,上市,建材營造業,ESVUFR
413,2537,聯上發,TW0002537008,1996-09-06,上市,建材營造業,ESVUFR
414,2538,基泰,TW0002538006,1996-11-01,上市,建材營造業,ESVUFR
415,2539,櫻花建,TW0002539004,1997-07-16,上市,建材營造業,ESVUFR
416,2540,愛山林,TW0002540002,1989-12-26,上市,建材營造業,ESVUFR
417,2542,興富發,TW0002542008,1999-05-03,上市,建材營造業,ESVUFR
418,2543,皇昌,TW0002543006,1999-10-15,上市,建材營造業,ESVUFR
419,2545,皇翔,TW0002545001,2000-09-11,上市,建材營造業,ESVUFR
420,2546,根基,TW0002546009,2000-09-11,上市,建材營造業,ESVUFR
421,2547,日勝生,TW0002547007,2000-12-22,上市,建材營造業,ESVUFR
422,2548,華固,TW0002548005,2002-08-26,上市,建材營造業,ESVUFR
423,2597,潤弘,TW0002597002,2010-03-26,上市,建材營造業,ESVUFR
424,2601,益航,TW0002601002,1965-11-04,上市,貿易百貨業,ESVUFR
425,2603,長榮,TW0002603008,1987-09-21,上市,航運業,ESVUFR
426,2605,新興,TW0002605003,1989-12-08,上市,航運業,ESVUFR
427,2606,裕民,TW0002606001,1990-12-08,上市,航運業,ESVUFR
428,2607,榮運,TW0002607009,1990-12-14,上市,航運業,ESVUFR
429,2608,嘉里大榮,TW0002608007,1990-12-20,上市,航運業,ESVUFR
430,2609,陽明,TW0002609005,1992-04-20,上市,航運業,ESVUFR
431,2610,華航,TW0002610003,1993-02-26,上市,航運業,ESVUFR
432,2611,志信,TW0002611001,1993-10-28,上市,航運業,ESVUFR
433,2612,中航,TW0002612009,1994-10-20,上市,航運業,ESVUFR
434,2613,中櫃,TW0002613007,1995-01-20,上市,航運業,ESVUFR
435,2614,東森,TW0002614005,1995-09-23,上市,貿易百貨業,ESVUFR
436,2615,萬海,TW0002615002,1996-05-16,上市,航運業,ESVUFR
437,2616,山隆,TW0002616000,1997-11-08,上市,油電燃氣業,ESVUFR
438,2617,台航,TW0002617008,1998-06-24,上市,航運業,ESVUFR
439,2618,長榮航,TW0002618006,2001-09-17,上市,航運業,ESVUFR
440,2630,亞航,TW0002630001,2018-02-22,上市,航運業,ESVUFR
441,2633,台灣高鐵,TW0002633005,2016-10-27,上市,航運業,ESVUFR
442,2634,漢翔,TW0002634003,2014-08-25,上市,航運業,ESVUFR
443,2636,台驊投控,TW0002636008,2016-12-22,上市,航運業,ESVUFR
444,2637,慧洋-KY,KYG9721M1033,2010-12-01,上市,航運業,ESVUFR
445,2642,宅配通,TW0002642006,2013-12-12,上市,航運業,ESVUFR
446,2701,萬企,TW0002701000,1965-03-22,上市,觀光事業,ESVUFR
447,2702,華園,TW0002702008,1965-02-14,上市,觀光事業,ESVUFR
448,2704,國賓,TW0002704004,1982-11-10,上市,觀光事業,ESVUFR
449,2705,六福,TW0002705001,1988-12-24,上市,觀光事業,ESVUFR
450,2706,第一店,TW0002706009,1991-06-25,上市,觀光事業,ESVUFR
451,2707,晶華,TW0002707007,1998-03-09,上市,觀光事業,ESVUFR
452,2712,遠雄來,TW0002712007,2013-12-03,上市,觀光事業,ESVUFR
453,2722,夏都,TW0002722006,2012-03-14,上市,觀光事業,ESVUFR
454,2723,美食-KY,KYG4002A1004,2010-11-22,上市,觀光事業,ESVUFR
455,2727,王品,TW0002727005,2012-03-06,上市,觀光事業,ESVUFR
456,2731,雄獅,TW0002731007,2013-09-24,上市,觀光事業,ESVUFR
457,2739,寒舍,TW0002739000,2016-05-19,上市,觀光事業,ESVUFR
458,2748,雲品,TW0002748001,2016-11-23,上市,觀光事業,ESVUFR
459,2801,彰銀,TW0002801008,1962-02-15,上市,金融保險業,ESVUFR
460,2809,京城銀,TW0002809001,1983-07-20,上市,金融保險業,ESVUFR
461,2812,台中銀,TW0002812005,1984-05-15,上市,金融保險業,ESVUFR
462,2816,旺旺保,TW0002816006,1992-05-05,上市,金融保險業,ESVUFR
463,2820,華票,TW0002820008,1994-10-26,上市,金融保險業,ESVUFR
464,2823,中壽,TW0002823002,1995-02-08,上市,金融保險業,ESVUFR
465,2832,台產,TW0002832003,1997-09-30,上市,金融保險業,ESVUFR
466,2834,臺企銀,TW0002834009,1998-01-03,上市,金融保險業,ESVUFR
467,2836,高雄銀,TW0002836004,1998-05-18,上市,金融保險業,ESVUFR
468,2838,聯邦銀,TW0002838000,1998-06-29,上市,金融保險業,ESVUFR
469,2841,台開,TW0002841004,1999-01-08,上市,建材營造業,ESVUFR
470,2845,遠東銀,TW0002845005,1998-11-27,上市,金融保險業,ESVUFR
471,2849,安泰銀,TW0002849007,1999-09-27,上市,金融保險業,ESVUFR
472,2850,新產,TW0002850005,2000-05-22,上市,金融保險業,ESVUFR
473,2851,中再保,TW0002851003,2000-07-06,上市,金融保險業,ESVUFR
474,2852,第一保,TW0002852001,2000-11-28,上市,金融保險業,ESVUFR
475,2855,統一證,TW0002855004,2002-09-16,上市,金融保險業,ESVUFR
476,2867,三商壽,TW0002867009,2012-12-18,上市,金融保險業,ESVUFR
477,2880,華南金,TW0002880002,2001-12-19,上市,金融保險業,ESVUFR
478,2881,富邦金,TW0002881000,2001-12-19,上市,金融保險業,ESVUFR
479,2882,國泰金,TW0002882008,2001-12-31,上市,金融保險業,ESVUFR
480,2883,開發金,TW0002883006,2001-12-28,上市,金融保險業,ESVUFR
481,2884,玉山金,TW0002884004,2002-01-28,上市,金融保險業,ESVUFR
482,2885,元大金,TW0002885001,2002-02-04,上市,金融保險業,ESVUFR
483,2886,兆豐金,TW0002886009,2002-02-04,上市,金融保險業,ESVUFR
484,2887,台新金,TW0002887007,2002-02-18,上市,金融保險業,ESVUFR
485,2888,新光金,TW0002888005,2002-02-19,上市,金融保險業,ESVUFR
486,2889,國票金,TW0002889003,2002-03-26,上市,金融保險業,ESVUFR
487,2890,永豐金,TW0002890001,2002-05-09,上市,金融保險業,ESVUFR
488,2891,中信金,TW0002891009,2002-05-17,上市,金融保險業,ESVUFR
489,2892,第一金,TW0002892007,2003-01-02,上市,金融保險業,ESVUFR
490,2897,王道銀行,TW0002897006,2017-05-05,上市,金融保險業,ESVUFR
491,2901,欣欣,TW0002901006,1976-05-07,上市,貿易百貨業,ESVUFR
492,2903,遠百,TW0002903002,1978-10-11,上市,貿易百貨業,ESVUFR
493,2904,匯僑,TW0002904000,1983-01-05,上市,其他業,ESVUFR
494,2905,三商,TW0002905007,1988-09-19,上市,貿易百貨業,ESVUFR
495,2906,高林,TW0002906005,1989-12-26,上市,貿易百貨業,ESVUFR
496,2908,特力,TW0002908001,1993-02-18,上市,貿易百貨業,ESVUFR
497,2910,統領,TW0002910007,1996-12-30,上市,貿易百貨業,ESVUFR
498,2911,麗嬰房,TW0002911005,1997-01-18,上市,貿易百貨業,ESVUFR
499,2912,統一超,TW0002912003,1997-08-22,上市,貿易百貨業,ESVUFR
500,2913,農林,TW0002913001,1962-02-09,上市,貿易百貨業,ESVUFR
501,2915,潤泰全,TW0002915006,1977-07-20,上市,貿易百貨業,ESVUFR
502,2923,鼎固-KY,KYG8190L1095,2012-12-07,上市,建材營造業,ESVUFR
503,2929,淘帝-KY,KYG8922A1085,2013-12-30,上市,貿易百貨業,ESVUFR
504,2936,客思達-KY,KYG224031024,2016-09-26,上市,貿易百貨業,ESVUFR
505,2939,凱羿-KY,KYG108031074,2018-01-11,上市,貿易百貨業,ESVUFR
506,3002,歐格,TW0003002002,2002-01-23,上市,電腦及週邊設備業,ESVUFR
507,3003,健和興,TW0003003000,2002-02-19,上市,電子零組件業,ESVUFR
508,3004,豐達科,TW0003004008,2002-02-25,上市,鋼鐵工業,ESVUFR
509,3005,神基,TW0003005005,2002-02-25,上市,電腦及週邊設備業,ESVUFR
510,3006,晶豪科,TW0003006003,2002-03-04,上市,半導體業,ESVUFR
511,3008,大立光,TW0003008009,2002-03-11,上市,光電業,ESVUFR
512,3010,華立,TW0003010005,2002-07-22,上市,電子通路業,ESVUFR
513,3011,今皓,TW0003011003,2002-07-22,上市,電子零組件業,ESVUFR
514,3013,晟銘電,TW0003013009,2002-09-16,上市,電腦及週邊設備業,ESVUFR
515,3014,聯陽,TW0003014007,2002-10-29,上市,半導體業,ESVUFR
516,3015,全漢,TW0003015004,2002-10-16,上市,電子零組件業,ESVUFR
517,3016,嘉晶,TW0003016002,2002-12-24,上市,半導體業,ESVUFR
518,3017,奇鋐,TW0003017000,2002-09-27,上市,電腦及週邊設備業,ESVUFR
519,3018,同開,TW0003018008,2002-08-26,上市,其他電子業,ESVUFR
520,3019,亞光,TW0003019006,2002-08-26,上市,光電業,ESVUFR
521,3021,鴻名,TW0003021002,2002-08-26,上市,電子零組件業,ESVUFR
522,3022,威強電,TW0003022000,2002-08-26,上市,電腦及週邊設備業,ESVUFR
523,3023,信邦,TW0003023008,2002-08-26,上市,電子零組件業,ESVUFR
524,3024,憶聲,TW0003024006,2002-08-26,上市,光電業,ESVUFR
525,3025,星通,TW0003025003,2002-08-26,上市,通信網路業,ESVUFR
526,3026,禾伸堂,TW0003026001,2002-08-26,上市,電子零組件業,ESVUFR
527,3027,盛達,TW0003027009,2002-08-26,上市,通信網路業,ESVUFR
528,3028,增你強,TW0003028007,2002-08-26,上市,電子通路業,ESVUFR
529,3029,零壹,TW0003029005,2002-08-26,上市,資訊服務業,ESVUFR
530,3030,德律,TW0003030003,2002-10-29,上市,其他電子業,ESVUFR
531,3031,佰鴻,TW0003031001,2002-08-26,上市,光電業,ESVUFR
532,3032,偉訓,TW0003032009,2002-08-26,上市,電子零組件業,ESVUFR
533,3033,威健,TW0003033007,2002-08-26,上市,電子通路業,ESVUFR
534,3034,聯詠,TW0003034005,2002-08-26,上市,半導體業,ESVUFR
535,3035,智原,TW0003035002,2002-08-26,上市,半導體業,ESVUFR
536,3036,文曄,TW0003036000,2002-08-26,上市,電子通路業,ESVUFR
537,3037,欣興,TW0003037008,2002-08-26,上市,電子零組件業,ESVUFR
538,3038,全台,TW0003038006,2002-08-26,上市,光電業,ESVUFR
539,3040,遠見,TW0003040002,2002-08-26,上市,其他業,ESVUFR
540,3041,揚智,TW0003041000,2002-08-26,上市,半導體業,ESVUFR
541,3042,晶技,TW0003042008,2002-08-26,上市,電子零組件業,ESVUFR
542,3043,科風,TW0003043006,2002-08-26,上市,其他電子業,ESVUFR
543,3044,健鼎,TW0003044004,2002-08-26,上市,電子零組件業,ESVUFR
544,3045,台灣大,TW0003045001,2002-08-26,上市,通信網路業,ESVUFR
545,3046,建碁,TW0003046009,2002-08-26,上市,電腦及週邊設備業,ESVUFR
546,3047,訊舟,TW0003047007,2002-08-26,上市,通信網路業,ESVUFR
547,3048,益登,TW0003048005,2002-10-01,上市,電子通路業,ESVUFR
548,3049,和鑫,TW0003049003,2002-09-27,上市,光電業,ESVUFR
549,3050,鈺德,TW0003050001,2002-10-29,上市,光電業,ESVUFR
550,3051,力特,TW0003051009,2002-10-28,上市,光電業,ESVUFR
551,3052,夆典,TW0003052007,1995-11-25,上市,建材營造業,ESVUFR
552,3054,立萬利,TW0003054003,2002-11-18,上市,半導體業,ESVUFR
553,3055,蔚華科,TW0003055000,2002-12-12,上市,電子通路業,ESVUFR
554,3056,總太,TW0003056008,2003-03-03,上市,建材營造業,ESVUFR
555,3057,喬鼎,TW0003057006,2002-12-18,上市,電腦及週邊設備業,ESVUFR
556,3058,立德,TW0003058004,2002-12-09,上市,電子零組件業,ESVUFR
557,3059,華晶科,TW0003059002,2002-12-24,上市,光電業,ESVUFR
558,3060,銘異,TW0003060000,2003-04-21,上市,電腦及週邊設備業,ESVUFR
559,3062,建漢,TW0003062006,2003-07-28,上市,通信網路業,ESVUFR
560,3090,日電貿,TW0003090007,2007-12-31,上市,電子零組件業,ESVUFR
561,3094,聯傑,TW0003094009,2007-08-06,上市,半導體業,ESVUFR
562,3130,一零四,TW0003130001,2006-02-17,上市,資訊服務業,ESVUFR
563,3138,耀登,TW0003138004,2020-12-11,上市,通信網路業,ESVUFR
564,3149,正達,TW0003149001,2011-11-23,上市,光電業,ESVUFR
565,3164,景岳,TW0003164000,2010-03-22,上市,生技醫療業,ESVUFR
566,3167,大量,TW0003167003,2013-10-21,上市,電機機械,ESVUFR
567,3189,景碩,TW0003189007,2004-11-01,上市,半導體業,ESVUFR
568,3209,全科,TW0003209003,2008-11-26,上市,電子通路業,ESVUFR
569,3229,晟鈦,TW0003229001,2009-12-31,上市,電子零組件業,ESVUFR
570,3231,緯創,TW0003231007,2003-08-19,上市,電腦及週邊設備業,ESVUFR
571,3257,虹冠電,TW0003257002,2011-03-21,上市,半導體業,ESVUFR
572,3266,昇陽,TW0003266003,2014-12-24,上市,建材營造業,ESVUFR
573,3296,勝德,TW0003296000,2007-12-31,上市,電子零組件業,ESVUFR
574,3305,昇貿,TW0003305009,2008-07-10,上市,其他電子業,ESVUFR
575,3308,聯德,TW0003308003,2008-03-12,上市,電子零組件業,ESVUFR
576,3311,閎暉,TW0003311007,2004-03-08,上市,通信網路業,ESVUFR
577,3312,弘憶股,TW0003312005,2010-12-29,上市,電子通路業,ESVUFR
578,3321,同泰,TW0003321006,2015-12-15,上市,電子零組件業,ESVUFR
579,3338,泰碩,TW0003338000,2013-12-13,上市,電子零組件業,ESVUFR
580,3346,麗清,TW0003346003,2016-12-19,上市,汽車工業,ESVUFR
581,3356,奇偶,TW0003356002,2005-03-28,上市,光電業,ESVUFR
582,3376,新日興,TW0003376000,2007-12-31,上市,電子零組件業,ESVUFR
583,3380,明泰,TW0003380002,2004-12-20,上市,通信網路業,ESVUFR
